"State","County","fips","ifr_OR"
"Alabama","Autauga","01001",0.936592044157935
"Alabama","Baldwin","01003",0.69579356132448
"Alabama","Barbour","01005",1.398616328784
"Alabama","Bibb","01007",1.10085858361341
"Alabama","Blount","01009",0.890965608765247
"Alabama","Bullock","01011",1.59239195717878
"Alabama","Butler","01013",1.43251520755247
"Alabama","Calhoun","01015",1.19456421251103
"Alabama","Chambers","01017",1.30013350050604
"Alabama","Cherokee","01019",1.3109728898555
"Alabama","Chilton","01021",1.32648154586797
"Alabama","Choctaw","01023",1.38006953790809
"Alabama","Clarke","01025",1.38962812741587
"Alabama","Clay","01027",1.14896875101994
"Alabama","Cleburne","01029",1.0960255897336
"Alabama","Coffee","01031",1.11494254847518
"Alabama","Colbert","01033",1.23373815537533
"Alabama","Conecuh","01035",1.50236102218912
"Alabama","Coosa","01037",1.38202451807611
"Alabama","Covington","01039",1.10553562272329
"Alabama","Crenshaw","01041",1.14916439244095
"Alabama","Cullman","01043",0.975406283567268
"Alabama","Dale","01045",1.19819193563486
"Alabama","Dallas","01047",1.4729158505358
"Alabama","DeKalb","01049",1.13079063989723
"Alabama","Elmore","01051",1.11933203098976
"Alabama","Escambia","01053",1.20428442591745
"Alabama","Etowah","01055",1.22078605971485
"Alabama","Fayette","01057",1.02737467643479
"Alabama","Franklin","01059",1.10689403870766
"Alabama","Geneva","01061",1.31757128584177
"Alabama","Greene","01063",1.71128594656964
"Alabama","Hale","01065",1.41996556345252
"Alabama","Henry","01067",1.13314052011495
"Alabama","Houston","01069",1.11740251159347
"Alabama","Jackson","01071",1.12675550817154
"Alabama","Jefferson","01073",0.876131386426063
"Alabama","Lamar","01075",1.23348667960376
"Alabama","Lauderdale","01077",0.905263902338793
"Alabama","Lawrence","01079",0.892282927325808
"Alabama","Lee","01081",0.769807436837111
"Alabama","Limestone","01083",0.997229564414
"Alabama","Lowndes","01085",1.66584914244747
"Alabama","Macon","01087",1.42027023561802
"Alabama","Madison","01089",0.830882874329671
"Alabama","Marengo","01091",1.38386834523006
"Alabama","Marion","01093",1.12347479446916
"Alabama","Marshall","01095",1.21539568964178
"Alabama","Mobile","01097",0.989697244079313
"Alabama","Monroe","01099",1.35891611022972
"Alabama","Montgomery","01101",1.10692289609567
"Alabama","Morgan","01103",0.998745792370631
"Alabama","Perry","01105",1.65801000542378
"Alabama","Pickens","01107",1.31480873086227
"Alabama","Pike","01109",1.07333260184966
"Alabama","Randolph","01111",1.2522249446118
"Alabama","Russell","01113",1.07838090566135
"Alabama","St. Clair","01115",1.16952419336405
"Alabama","Shelby","01117",0.795173706433973
"Alabama","Sumter","01119",1.18567862350552
"Alabama","Talladega","01121",1.39204027108973
"Alabama","Tallapoosa","01123",1.01105299846037
"Alabama","Tuscaloosa","01125",0.865329844505601
"Alabama","Walker","01127",1.19201769503961
"Alabama","Washington","01129",1.22914884031114
"Alabama","Wilcox","01131",1.47797271485465
"Alabama","Winston","01133",1.13290756321486
"Alaska","Aleutians East","02013",0.988292437419919
"Alaska","Aleutians West","02016",1.01562753764176
"Alaska","Anchorage","02020",0.930221779529896
"Alaska","Bethel","02050",1.42788672311108
"Alaska","Bristol Bay","02060",1.10439238775655
"Alaska","Denali","02068",0.839146438197389
"Alaska","Dillingham","02070",1.32307017084349
"Alaska","Fairbanks North Star","02090",0.910795679424991
"Alaska","Haines","02100",0.975373541178673
"Alaska","Hoonah-Angoon","02105",1.38944702546185
"Alaska","Juneau","02110",0.78119034726836
"Alaska","Kenai Peninsula","02122",1.04089500583839
"Alaska","Ketchikan Gateway","02130",1.30622472587577
"Alaska","Kodiak Island","02150",0.895355635380066
"Alaska","Kusilvak","02158",1.97302448100101
"Alaska","Lake and Peninsula","02164",1.37921118379222
"Alaska","Matanuska-Susitna","02170",1.06105951847796
"Alaska","Nome","02180",1.53239087089195
"Alaska","North Slope","02185",1.20291648356308
"Alaska","Northwest Arctic","02188",1.59924333699776
"Alaska","Petersburg","02195",0.97724165673124
"Alaska","Prince of Wales-Hyder","02198",1.36588834778105
"Alaska","Sitka","02220",0.763033511762357
"Alaska","Skagway","02230",0.901085770277474
"Alaska","Southeast Fairbanks","02240",1.30805128277432
"Alaska","Valdez-Cordova","02261",1.17903120193459
"Alaska","Wrangell","02275",1.26564454569708
"Alaska","Yakutat","02282",1.29235268492195
"Alaska","Yukon-Koyukuk","02290",1.41521925254529
"Arizona","Apache","04001",1.31497822260395
"Arizona","Cochise","04003",1.17496799790654
"Arizona","Coconino","04005",0.664184969638634
"Arizona","Gila","04007",1.26968588717054
"Arizona","Graham","04009",1.24210088113299
"Arizona","Greenlee","04011",1.04695463979955
"Arizona","La Paz","04012",1.70708290260711
"Arizona","Maricopa","04013",0.922870138436471
"Arizona","Mohave","04015",1.28376964469336
"Arizona","Navajo","04017",1.30448976948177
"Arizona","Pima","04019",0.966677458691873
"Arizona","Pinal","04021",1.49308594128853
"Arizona","Santa Cruz","04023",1.21305025136484
"Arizona","Yavapai","04025",1.15999927498167
"Arizona","Yuma","04027",1.26842767298869
"Arkansas","Arkansas","05001",1.19305644852505
"Arkansas","Ashley","05003",1.31385276526509
"Arkansas","Baxter","05005",1.03571505570267
"Arkansas","Benton","05007",0.780400251901155
"Arkansas","Boone","05009",1.01373716484831
"Arkansas","Bradley","05011",1.21945239413331
"Arkansas","Calhoun","05013",1.14511224559616
"Arkansas","Carroll","05015",0.897304532485026
"Arkansas","Chicot","05017",1.28257052774215
"Arkansas","Clark","05019",0.847762715726919
"Arkansas","Clay","05021",1.04714443134251
"Arkansas","Cleburne","05023",1.06875640265029
"Arkansas","Cleveland","05025",1.23282110813722
"Arkansas","Columbia","05027",1.13307739914538
"Arkansas","Conway","05029",1.0821279124134
"Arkansas","Craighead","05031",1.07520613124578
"Arkansas","Crawford","05033",1.17339815585782
"Arkansas","Crittenden","05035",1.27664233345647
"Arkansas","Cross","05037",1.22819241195743
"Arkansas","Dallas","05039",1.32662957755218
"Arkansas","Desha","05041",1.52570567066359
"Arkansas","Drew","05043",0.959969851379326
"Arkansas","Faulkner","05045",0.820993894591722
"Arkansas","Franklin","05047",1.05208834334031
"Arkansas","Fulton","05049",1.23608959502607
"Arkansas","Garland","05051",0.880669586916371
"Arkansas","Grant","05053",0.881607273432259
"Arkansas","Greene","05055",0.987007719744549
"Arkansas","Hempstead","05057",1.21257669481168
"Arkansas","Hot Spring","05059",0.898934363746377
"Arkansas","Howard","05061",1.09099972075907
"Arkansas","Independence","05063",0.871965564455889
"Arkansas","Izard","05065",1.11493276656053
"Arkansas","Jackson","05067",1.19664202300635
"Arkansas","Jefferson","05069",1.20374416375184
"Arkansas","Johnson","05071",1.06667975025745
"Arkansas","Lafayette","05073",1.27133632739563
"Arkansas","Lawrence","05075",1.04843867697677
"Arkansas","Lee","05077",1.48843951454516
"Arkansas","Lincoln","05079",1.24192158102347
"Arkansas","Little River","05081",1.09290414340708
"Arkansas","Logan","05083",1.00613780118585
"Arkansas","Lonoke","05085",0.941177199739209
"Arkansas","Madison","05087",0.972428462159325
"Arkansas","Marion","05089",1.1651689212641
"Arkansas","Miller","05091",0.951427836475715
"Arkansas","Mississippi","05093",1.51411170354059
"Arkansas","Monroe","05095",1.40722975409874
"Arkansas","Montgomery","05097",1.10132412344279
"Arkansas","Nevada","05099",1.4315202561833
"Arkansas","Newton","05101",1.28112614969536
"Arkansas","Ouachita","05103",1.27614615425695
"Arkansas","Perry","05105",1.07475807760975
"Arkansas","Phillips","05107",1.3877567231564
"Arkansas","Pike","05109",1.05974314318308
"Arkansas","Poinsett","05111",1.2876610167811
"Arkansas","Polk","05113",1.12714653883948
"Arkansas","Pope","05115",1.0178600818617
"Arkansas","Prairie","05117",1.10809733961559
"Arkansas","Pulaski","05119",0.958798866983481
"Arkansas","Randolph","05121",1.15089773787679
"Arkansas","St. Francis","05123",1.54793687648406
"Arkansas","Saline","05125",1.02274493394067
"Arkansas","Scott","05127",1.10131221603788
"Arkansas","Searcy","05129",1.08476121075712
"Arkansas","Sebastian","05131",1.05578342976189
"Arkansas","Sevier","05133",0.873096030970843
"Arkansas","Sharp","05135",1.23654896267702
"Arkansas","Stone","05137",1.4396240972074
