location,cum_p_inf_init,start_p_imm
40121,0.6430414308176027,0.20992540221963513
46041,0.8133696583786376,0.2200627726727971
48099,0.6421345701642429,0.181226128339946
48483,0.5714657543651487,0.18198776459197455
49003,0.6094905006753562,0.20282585054984953
53045,0.3591719026501647,0.20468357700162276
02090,0.6226740103221489,0.2216432143427865
08051,0.38614896361683226,0.2737899142153195
13153,0.6436666436667734,0.18781787351003731
17119,0.5566444264960809,0.21710304981425788
19111,0.6291428088006374,0.23435376555414475
21083,0.6284485279785909,0.20757521360763448
25017,0.4766038997711938,0.24929912008842744
28031,0.7451532715883932,0.1998642286854812
30017,0.7317875446430706,0.2467086352856027
35021,0.5277910887652312,0.26497020722348275
38013,0.5133960410321553,0.20063775114002663
38087,0.2531539707591863,0.1003270822898968
40113,0.5561373868458136,0.1737322269681494
46033,0.4988136098446796,0.1868803939928088
48091,0.6994395008868538,0.2240287130658264
48475,0.652623453586062,0.1690323427083004
53037,0.4503901813587853,0.20576688483957015
05057,0.4962222293125311,0.15914000097023215
12029,0.5568438853813805,0.16460796566309013
13277,0.7435667107726223,0.2193729624702583
18037,0.631458181506318,0.21513242462289472
20035,0.626486471943859,0.20769537403396665
21205,0.5867319706294847,0.2275137263140793
26113,0.5797529542961715,0.22590046720108067
28153,0.722500308453649,0.18101955806165335
31031,0.28428579401367665,0.14987281384830903
36079,0.41395561114029245,0.19544055775364116
39031,0.5835525347005994,0.212844750804227
42009,0.6230613782439611,0.18965467908868056
47023,0.7282370143484352,0.19802694400691867
48213,0.7177157386556932,0.203353291326927
51045,0.5066167042777189,0.13309141534543564
54083,0.5981566858115503,0.1528794141862486
01005,0.5807831103297012,0.17697178087553397
06025,0.7300529253576504,0.22396549374118588
13009,0.7009687459772568,0.2678878364797817
16065,0.649898379902384,0.17814484798370675
18153,0.4937702746735805,0.1920613094837783
20151,0.5984755029854909,0.21067718723886608
22081,0.6993308870309547,0.17204312033661542
27063,0.4845552962787607,0.22940835783884272
29105,0.6109937168547331,0.17003284816481123
31157,0.6264186355702801,0.20970644233331528
37071,0.6530142462100267,0.173777623211596
39147,0.5485259036439797,0.20493196308551312
42125,0.49905391785491043,0.20288684401822676
47139,0.5680616907504082,0.19653806837566373
48333,0.6975666889856891,0.20877655812759544
51169,0.6203335693328929,0.18302243818093403
55087,0.5170406259541247,0.23653921248905252
05099,0.6476588716358258,0.1823766805523568
12071,0.5609106272576515,0.22056532884109845
13319,0.71947793886488,0.262598877288573
18079,0.4968998286702238,0.17215291173428288
20077,0.7346918085585086,0.2089279202240016
22007,0.6640298028700528,0.19034605709142688
26155,0.5563512529124381,0.2325221789565613
29031,0.5471440305529138,0.18754250867565747
31073,0.5035777245059653,0.21983805396518652
36121,0.5056260169635646,0.18924270213122424
39073,0.5233485681335959,0.21191274555309603
42051,0.6452059947487068,0.21122166207682677
47065,0.5621514915682772,0.22007741884311144
48255,0.7702089725835908,0.20257775914375364
51089,0.5561900164652275,0.16087439207523987
55015,0.5276201066328987,0.23221449836208968
05101,0.6333097588093564,0.19483774777323995
12073,0.5898767728614062,0.21331544010237452
13321,0.6962458640481518,0.23732124886848768
18081,0.5692105757932334,0.20350025325977683
20079,0.5909808462440849,0.2117824955089583
22009,0.7669767639297701,0.20860811091274328
26157,0.6896019896291863,0.2338066126921166
29033,0.5600707561117861,0.1938679455390019
31075,0.40127705091161814,0.11689516930131814
36123,0.37365381399632946,0.18977051102525147
39075,0.49747369180133527,0.13606884669349467
42053,0.6962037625865438,0.2195546909804336
47067,0.6342766343016468,0.19467331234266172
48257,0.7023812747603446,0.197826613110366
51091,0.35360732895432123,0.2528228787596269
55017,0.5954376042082421,0.2448456498250942
05039,0.5143004735437015,0.20809258102571543
12009,0.5412669122387249,0.2178462286697126
13259,0.6956263995320369,0.20102284261902392
18019,0.5327517811641306,0.20490828818719997
20017,0.4854821655373973,0.22177499204333737
21187,0.5148286267554576,0.19783679388617323
26095,0.46268157818566946,0.21872403378777056
28135,0.628214883910875,0.1712919956231773
31013,0.387483382370922,0.1801472926538548
36061,0.6045677224195813,0.24066224316241197
39013,0.6015372537037834,0.19691145772469715
41063,0.4150947460312002,0.2402622137443361
47005,0.6632500725075038,0.2269439114832108
48195,0.6941837402729504,0.17626424236879065
51027,0.5513355292149653,0.19757681305666297
54065,0.5394456907699045,0.12004946108152414
01117,0.5940903887510568,0.17169120312583117
08021,0.7114905675339311,0.2576836058044204
08057,0.2890308402070518,0.22763808527951457
13123,0.7312657946914943,0.27195871505424185
17089,0.47092157414280816,0.2136961688930146
19081,0.6428254217175898,0.2369040868053005
21053,0.6257177178377414,0.19188062808562845
24035,0.4122642369964121,0.2221342144945792
28001,0.6918617172201853,0.21396357759288032
29219,0.47394308395477863,0.1873405979917737
34035,0.5073219928776498,0.24310541044778963
37183,0.4126825025062259,0.17437974048677593
40083,0.5405217047903123,0.17752599834108018
46003,0.679815848624649,0.23019169987040516
48061,0.7088472307944798,0.2300410122011673
48445,0.7209869995584575,0.1893963217558357
53007,0.5720945345250289,0.24455924414424063
05031,0.6064051306538412,0.1976367326127889
12001,0.5350968546445455,0.22219073370155265
13251,0.6874398343848312,0.221266831721378
18011,0.4820420197673592,0.2166617241253465
20009,0.5641242884554827,0.20046661381496128
21179,0.6238089404711751,0.21596646344093717
26087,0.615752776721112,0.22028151051119185
28127,0.6908174025141037,0.19136401138300752
31001,0.4494589964926619,0.21773670336006387
36053,0.4561581628265734,0.19094238642508643
39005,0.5495184407917695,0.19884100773420815
41055,0.41029430091983593,0.2202541842247564
46135,0.5185744760516589,0.2450639734553272
48187,0.6211772578957072,0.20064864367944535
51019,0.5311644233075745,0.1769317467233549
54057,0.7092132539125102,0.145798655415472
01093,0.709731340213014,0.1896905157365309
06115,0.5033954133045151,0.16671851459180934
13099,0.6976955589419803,0.24181082693234343
17065,0.605901137655846,0.19163570294920873
19057,0.5643641072354078,0.23477176554812784
21029,0.4790619971333797,0.1911381562884424
24011,0.43991856953470276,0.20721729114103785
27151,0.6175813559527805,0.2573717501092821
29195,0.5715374226261319,0.1886054049791351
34011,0.5738097273663302,0.20266642204109
37159,0.6991614021964455,0.1706805172807892
40059,0.5137966943171302,0.18605258740722305
45069,0.6200540444982359,0.17935930168016037
48037,0.6949915866654423,0.1808861122196534
48421,0.5315380913025959,0.1333515485337693
51760,0.4078289462983427,0.15735774939782682
56033,0.6209601188757493,0.24081448524203183
04025,0.8090857514041142,0.23398045754633032
08117,0.4783934225951074,0.24637952029415444
13217,0.6372972867659702,0.2243996886981619
17181,0.6068450770893397,0.2211786451368769
19173,0.5187126836384517,0.23554472499621165
21145,0.615748938932582,0.22353927801732917
26053,0.6557398738269445,0.25759143355570713
28093,0.7260053713506768,0.2061285243397683
30079,0.5107946905087382,0.2272484160957075
36019,0.3377080331884382,0.19368239289347045
38075,0.6510398206308983,0.20548224853142225
41021,0.3940265955981824,0.21676412334048217
46095,0.49193315448715486,0.1358213961081887
48153,0.7558951948603356,0.20549646070948177
50013,0.22490702891641506,0.2608574904131562
54023,0.638674664591153,0.12484775597686694
01077,0.6771408794262014,0.20540323438713043
06099,0.7035548140079226,0.1878567398711565
13083,0.41988991704031636,0.180713799522301
17049,0.7007519681433951,0.21820889918058528
19041,0.5866967652529382,0.230337639928888
21013,0.7109618392133844,0.2126114827061115
23025,0.353674783353215,0.2184019104476712
27135,0.5730716145664059,0.21396761190500407
29177,0.5007111506266781,0.18902208660709416
33015,0.3638560712558804,0.1731876839821846
37143,0.3948424147857515,0.12578944756505847
40043,0.5451246639345936,0.1686894258279178
45053,0.5320758388299008,0.1721891051284247
48021,0.5559253772928624,0.1963114498139124
48405,0.6041525277618295,0.1911329546835211
51690,0.7073835528098591,0.22478653159501957
56017,0.6710407467898372,0.2565667770728365
05081,0.7743536566001145,0.2052055703804139
12053,0.6493222096087985,0.21389896001699388
13301,0.5990747447513636,0.2548273964246629
18061,0.5064559326683526,0.19084341203961724
20059,0.5388161299810295,0.20190931367787576
21229,0.6777985557797863,0.2242477409778924
26137,0.6354600939836603,0.24975496772244615
29013,0.5368596017553161,0.18834786597505893
31055,0.6197840125895392,0.2384998374678019
36103,0.6452278476101615,0.2185987343139264
39055,0.4729887567614419,0.23043727429443317
42033,0.5431546734550488,0.18600728629566315
47047,0.6130922138068183,0.21371847927720156
48237,0.4999767724155724,0.15662149374627046
51071,0.4836573767300434,0.17729341902994067
54107,0.6248401128171482,0.14517371035858573
05033,0.6012434735007202,0.18986217132046296
12003,0.6378636079196441,0.1513070879258981
13253,0.6131907650414221,0.2493250860513802
18013,0.4884819458685738,0.2019292909273983
20011,0.5776719774456491,0.19269313786699313
21181,0.64578133277068706,0.23640019438353527
26089,0.5364051825649818,0.286109717797259
28129,0.6400201078827794,0.16800794203591748
31003,0.39759812135939465,0.19070791164006204
36055,0.5573044918117659,0.22448763625476392
39007,0.6056240309446268,0.22639235922158885
41057,0.5039783334653721,0.24848443054055025
46137,0.5228120899837682,0.1535176613968235
48189,0.7786397523450905,0.17221837943486962
51021,0.5486107744220147,0.14675381092314446
54059,0.6654369893358272,0.1397355640887013
01021,0.6719822251823707,0.17663156779358452
06041,0.3751818510661308,0.25874636904461634
13025,0.7267791568216055,0.19321182702825893
16081,0.42235220841030663,0.21736278510261292
18169,0.6316063272485443,0.19333846307205532
20167,0.6843703040673399,0.20384611797258417
22097,0.6946628945448102,0.19386386914313092
27079,0.41580007719633855,0.25168957339730647
29121,0.4549228452991287,0.180089735260444
31175,0.369789387340103,0.18166411568594631
37087,0.5479515296636364,0.19504606631519683
39163,0.5385358965859403,0.19929263982068524
44007,0.5861616081828189,0.2323037604440635
47155,0.7469180997386624,0.22501312655892355
48349,0.6828785526278327,0.1868443773592646
51185,0.544087354920805,0.185134181172001
55103,0.44988807362977856,0.2540962550079996
01123,0.7140638365828766,0.20554994705273047
08027,0.44162006929268804,0.24460242164000465
13129,0.708871771245241,0.23541555404896863
17095,0.6190852908089227,0.22957902994642893
19087,0.6426177346811485,0.24971653404809172
21059,0.6120144281494808,0.2322063158998089
24041,0.41959298132833084,0.2613334189680853
25007,0.31031280703345526,0.18880962081719624
28007,0.7157474375317007,0.2000323855107145
29225,0.5383714818598898,0.1719471144903592
34041,0.5467040470457534,0.22417902243036425
37189,0.4115099250877609,0.17014521231576973
40089,0.6577991601570605,0.1750950022492611
46009,0.6220812352548736,0.23705835531318287
48067,0.7660675817951625,0.19675638196225903
48451,0.7167837208969269,0.2039251835497778
53013,0.3918348878095278,0.2060938261347832
06007,0.5096690168300624,0.2015467305832772
12125,0.7109305237126509,0.17350388058500715
16047,0.5659847497091408,0.19399505922364169
18135,0.5998409510085612,0.19714254395709152
20133,0.6479766162156128,0.2025562260544691
22063,0.6696543455239172,0.18127733557789352
27045,0.41150849996885597,0.23755652112566591
29087,0.5660110313434656,0.19423677659837513
31139,0.5480420399230882,0.1629962216172529
37053,0.3759639545516525,0.140377226504438
39129,0.597899185293166,0.2068607741732241
42107,0.6022379169837333,0.20089211015509012
47121,0.6189180576485481,0.239720186285975
48315,0.6935623110946838,0.19696850227554208
51149,0.55757476421751,0.12706078721957983
55071,0.4635678346973596,0.22954247460784352
01049,0.7278784572410195,0.1853506125872766
06069,0.46261625119516864,0.2072488834786551
13055,0.6924707870894541,0.23939593779125792
17021,0.5905915006151111,0.18634532430646747
19013,0.651226661012708,0.24560066128125063
20195,0.5477761346565833,0.19366719866737775
22125,0.5821364645861384,0.2704540111937951
27107,0.5023119661143609,0.24007717162452313
29149,0.4087417444074017,0.15876540301437686
32021,0.5956570535442701,0.22381848701188808
37115,0.6207487666501765,0.2105674092778592
40015,0.7006113421610171,0.23003696664934947
45025,0.5767123638535216,0.17117988740704315
47183,0.605134779640115,0.1854387877851516
48377,0.5720223911058542,0.21792727607588888
51590,0.6288226404580884,0.21641562807891948
55131,0.5392748229798112,0.22220096075696075
02185,0.6625826314050314,0.22761267795384563
08073,0.5486570932964964,0.2265469949040143
13171,0.7682235265698256,0.24908892622168963
17137,0.5839712325498747,0.2158360158244888
19129,0.46089431271788694,0.2112429727452759
21101,0.6423973948462023,0.21381839514909723
26009,0.4594546464084848,0.238466583518469
28049,0.6512405688377431,0.21410273843964955
30035,0.7111176345700031,0.23107129370053536
35037,0.7814063808175296,0.22977962559452636
38031,0.6249810387305582,0.2404704437137319
40131,0.6842737526573408,0.20432759740119733
46051,0.7147689607189724,0.232398755688256
48109,0.5853154872014533,0.19117695722387665
48493,0.6725878624023762,0.2066738568129181
49015,0.6220867871471248,0.21827085610567093
53057,0.36072720389111657,0.22008379848661752
05121,0.6793476142480588,0.20434771340092456
12091,0.6015368261297782,0.196489385531389
16011,0.57804138168709,0.1979227833035539
18101,0.490892027076918,0.17371913561683086
20099,0.6352512983569708,0.2030703056025363
22029,0.6569188257264,0.1680967355732
27011,0.5050874104419549,0.2493637153067999
29053,0.5285165665260534,0.19113055309032168
31099,0.43899580399999155,0.2228208204303756
37019,0.46212818717404835,0.1810834009194633
39095,0.4934239918396993,0.21331926434161463
42073,0.5552774760937583,0.20005671462515823
47087,0.6238014961631058,0.2274602708754091
48279,0.7713715184620639,0.1937719032038422
51111,0.3422010077572316,0.16593293553107544
55037,0.5530415387354393,0.2052523179371616
04009,0.8677950139739109,0.24130289639963848
08099,0.6045958335001252,0.2164607020164705
13197,0.6372984102673098,0.23964018302634
17163,0.5339746490390491,0.21294303688195493
19155,0.5205495665671163,0.21808319980535928
21127,0.6010120518777967,0.2101230119220454
26035,0.6299181140211786,0.2323721580601366
28075,0.738250437317492,0.2003602574701105
30061,0.6530701069065543,0.2563598241324423
36001,0.4603283133565535,0.22287863460224075
38057,0.6523549826637262,0.2251362104992046
41003,0.25073987224774136,0.21964502749136
46077,0.6177065282154044,0.26586602275458204
48135,0.6830879073129678,0.171832420964968
49049,0.7198245393746376,0.1999923366308215
49055,0.34723558949029226,0.19476594148120996
54005,0.6426895676545085,0.14356500197651145
01013,0.7041298179046236,0.188458314744755
06033,0.526048136371935,0.19159619697070177
13017,0.7454092562020733,0.22658185312602053
16073,0.5065066702288019,0.1697196887434303
18161,0.5822518675402099,0.1992715897661283
20159,0.5037866494355533,0.18793017733739115
22089,0.5815867605890243,0.1973854829144411
27071,0.5261994083433593,0.2613344033350497
29113,0.502620036488365,0.17782602700066114
31167,0.3741061805279113,0.15912931588678847
37079,0.5672135558431181,0.15033311180742495
39155,0.5797789346448725,0.22102187798335973
42133,0.5760936988634198,0.19916492457747192
47147,0.6480047142390758,0.20675023559745848
48341,0.701145409921097,0.17483169722287026
51177,0.3550803386349307,0.12818128681233923
55095,0.5772768798093402,0.24107704290269644
01119,0.5441344890273949,0.20195636167788256
08023,0.5190363756673209,0.2816627924199868
13125,0.6817090237779626,0.2047446934582514
15005,0.007913153564063361,0.1531705470543919
17091,0.5653572309903869,0.19812476148425948
19083,0.5790274726502226,0.24221895303342444
21055,0.5832824786008249,0.1982552070214662
24037,0.4030055115541547,0.2112622240880583
28003,0.6435219759778813,0.19614513706061387
29221,0.5181719709135703,0.15548742895954148
34037,0.5663929948324135,0.22664253835786757
37185,0.44803522278459296,0.15279824726923685
40085,0.599213265185473,0.1882403410841606
46005,0.5667002711047301,0.22352564879824377
48063,0.7268522938179196,0.19640231654678705
48447,0.461225779970855,0.13236710309699698
53009,0.3066822116164585,0.2477859423468067
05041,0.5785472072413834,0.21440241609646185
12011,0.589154846019977,0.22746135501001108
13261,0.6855776723456303,0.22034543869274348
18021,0.5460888370910353,0.19720663386374404
20019,0.643782921181508,0.22530521702156853
21189,0.6823859197287424,0.2102815434728748
26097,0.5714008997148813,0.2636191536459348
28137,0.7164019809177452,0.19030483669302012
31015,0.4698624858052245,0.19880152509989343
36063,0.5345515479622039,0.2087833020486164
39015,0.5584687529276705,0.1957778634477784
41065,0.4586783247115832,0.22048775295344925
47007,0.577772762959693,0.1856843475894427
48197,0.5102504861920943,0.18075041907631784
51029,0.44449949992935117,0.14212795118707616
54067,0.6430590299102232,0.16671293150512842
05043,0.603632410931497,0.2001112460545471
12013,0.7014460745724155,0.17431782433427823
13263,0.6196017092069195,0.21534712778358395
18023,0.5559178405443881,0.18067325803784196
20021,0.625145581719383,0.1837773834853732
21191,0.53526170611845,0.21063017534858475
26099,0.6447115396334291,0.22239521462735207
28139,0.7017929450313775,0.1903494244344496
31017,0.3480036887283474,0.17318771706062872
36065,0.5994024688036131,0.212176127185509
39017,0.5322404314759834,0.20550035032595415
41067,0.31837513997852723,0.2184913852094856
47009,0.586268750070044,0.2180177003377327
48199,0.7538981307985905,0.19584601758126136
51031,0.5171753664317325,0.16366303013024497
54069,0.5867316941397523,0.14287392402972277
01063,0.6557173570493837,0.22972594355455472
06083,0.49823246756345646,0.21593803824899452
13069,0.786770608893953,0.18471124015563925
17035,0.6031863927956796,0.1818176487583135
19027,0.5718947579793906,0.24473152720853597
20209,0.514853593875024,0.1825260898796844
23011,0.3315681901470284,0.22978918705425855
27121,0.4965342391723098,0.2545835444651601
29163,0.5140634040370884,0.1733782902506532
33001,0.47748894193187125,0.18294312539445487
37129,0.5271933954966131,0.18392783952229488
40029,0.6456351859291014,0.19181676531526629
45039,0.6031307799532427,0.20189080324101444
48007,0.5438086389133152,0.22460679927743157
48391,0.6515470094390275,0.2080075207274704
51650,0.4538251640956419,0.16216044326784423
56003,0.7078375753738129,0.21046273115724204
02240,0.6250471284009399,0.1995609206424006
08083,0.5380711069096707,0.26412372322463035
13181,0.6292932364090295,0.22405566307096497
17147,0.4660735588395702,0.2272910809439927
19139,0.5172005402255544,0.2182286884560573
21111,0.6132672201896548,0.23963768866392943
26019,0.5974151531584939,0.26127167840026044
28059,0.656346555300008,0.19088626026176708
30045,0.2645601811050521,0.16824866613765233
35047,0.45736628989569533,0.25025066861941025
38041,0.6938313552485319,0.23655575257691505
40141,0.5688935254069788,0.20242660307385968
46061,0.4099397691436263,0.17755380680786295
48119,0.6276244868039165,0.17568606733431533
48503,0.7119443901652317,0.1940013367507643
49025,0.4470237519910319,0.19958269985866656
53067,0.3461345449789809,0.219623795199137
02013,0.3515237118072794,0.20165633170200176
08039,0.355751559296138,0.20123785457068935
13141,0.7034378815411289,0.2934256411522689
17107,0.5890967637031094,0.20308745086064664
19099,0.5406778265168845,0.24438047459107232
21071,0.6918011861633301,0.23494103187962972
25003,0.3861234985060152,0.23200447729762388
28019,0.6105824494387108,0.16913419761326473
30005,0.7196674255927569,0.2591607425880149
35009,0.7319436200446208,0.2003255852366485
38001,0.6416672265460366,0.24684935606630728
40101,0.6735855740265277,0.2098893652125833
46021,0.4595636925540217,0.2708283298694631
48079,0.7029801618134701,0.1707854412931927
48463,0.7870209470302895,0.2251031456711294
53025,0.6241302086027251,0.20449180724316815
05093,0.6705716978163339,0.18759368366546048
12065,0.5719456910882011,0.21211623209430275
13313,0.7047346575094026,0.21586350476146737
18073,0.6714732875330577,0.20986695241572112
20071,0.6006264069068407,0.232902432675578
22001,0.6978029583848174,0.20083942272741495
26149,0.5663255926828358,0.20781415008264564
29025,0.46030380341906596,0.17490334850344583
31067,0.41442227880174654,0.22537601072649097
36115,0.45394264670243345,0.20685863458245707
39067,0.538725884714373,0.20478455624192457
42045,0.5187371146573629,0.2032984042360469
47059,0.698323363581983,0.21930292422383127
48249,0.751599420956271,0.22877655845850173
51083,0.5156976922819766,0.1716670273075383
55009,0.5421964907358587,0.2428600501355173
04012,0.7657053032795734,0.1991684528101604
08103,0.5819485125668347,0.2090068556917465
13201,0.7235366838846656,0.2838431479061745
17167,0.4818388914967482,0.23003841098291056
19159,0.6237550111823043,0.27927389960307347
21131,0.7347855644979718,0.23443598500885193
26039,0.4384655904873502,0.22376192731043432
28079,0.6622452311151213,0.18584855115140725
30065,0.6688285908436156,0.2100562038559537
36005,0.6008109122694368,0.1905689770267933
38061,0.6626631928981559,0.21399703057532188
41007,0.3142437860631868,0.22113171329742137
46081,0.5735411076583639,0.2001612478140146
48139,0.6448810516460302,0.1924428203317725
49053,0.00134649770397571,0.16013183507964648
53055,0.09032903856720365,0.24713302942627136
54009,0.6162265849722198,0.1347773923003646
01055,0.7913485242894824,0.20865519539630056
06075,0.4086789683058791,0.26120005608654134
13061,0.3874362062007786,0.21213828892499184
17027,0.6062766289341877,0.2035860926066591
19019,0.49222270429034165,0.22881728354736813
20201,0.6015542521866893,0.23760200710072735
23003,0.34168144688441315,0.24359383904902496
27113,0.5411258765271963,0.22775592160868147
29155,0.428590703154769,0.11694479645446684
32029,0.2414737594465501,0.13585178061492015
37121,0.4888458904604127,0.16994740981123152
40021,0.6218999276209761,0.21459907472346623
45031,0.6061272238458704,0.1888625717345669
47189,0.6648994955005897,0.21576138182299132
48383,0.5980569897055127,0.16530656346338005
51610,0.34137703002828,0.141498833587944
55137,0.5424901470518549,0.22558768381664615
01091,0.7351283376722226,0.21993582077958224
06113,0.4589980565727322,0.2196315386610436
13097,0.5557305839286089,0.19181115060221884
17063,0.5198471866470131,0.20130078685082747
19055,0.6321115464251232,0.24465435829505475
21027,0.5006309687720439,0.2106801439483542
24009,0.2899269242772603,0.2169060534194346
27149,0.5404691552274938,0.2431917463619216
29189,0.5297948035126742,0.22689520710283503
34009,0.5332518363373624,0.24441209577484552
37157,0.599019675824849,0.1691109657609989
40057,0.4461442483612178,0.19209162378134695
45067,0.678614018586941,0.2074068660130326
48035,0.5963437515991531,0.193860386002884
48419,0.7154107998583122,0.1815561234694421
51750,0.5695034654026467,0.13289199385479167
56031,0.6661957916345329,0.22809396541081645
02220,0.5204023321337458,0.27857769386161046
08081,0.709239470943267,0.2257349772029732
13179,0.6769389823342756,0.1748296645391919
17145,0.6614039258081813,0.2099765356343415
19137,0.6202005495066819,0.24092340796045547
21109,0.6458661999605178,0.19478897241610385
26017,0.6789143146846371,0.24581577867358373
28057,0.7545974249331991,0.1883243947302364
30043,0.46694701011383277,0.22976776185184247
35045,0.913346999896829,0.2890926740032704
38039,0.573227775357132,0.2250998038381426
40139,0.5754207888481648,0.17266516291071562
46059,0.4172341413716341,0.2070323942533356
48117,0.7281037372429408,0.1814238478461598
48501,0.6582264750012968,0.16816334287289497
49023,0.5564799654779724,0.1709122811553506
53065,0.5739816787309877,0.2087943823418585
05083,0.6506575103355674,0.20648286723614945
12055,0.710572049505813,0.2201103734473332
13303,0.7504999131299488,0.2592674697820011
