fips,mu,sd
12083,-0.9151091246436585,0.052922886791675144
12087,-0.9151091246436585,0.052922886791675144
12095,-0.9151091246436585,0.052922886791675144
12111,-0.9151091246436585,0.052922886791675144
12119,-0.9151091246436585,0.052922886791675144
12125,-0.9151091246436585,0.052922886791675144
12001,-0.9151091246436585,0.052922886791675144
12013,-0.9151091246436585,0.052922886791675144
12023,-0.9151091246436585,0.052922886791675144
12039,-0.9151091246436585,0.052922886791675144
12055,-0.9151091246436585,0.052922886791675144
12059,-0.9151091246436585,0.052922886791675144
12073,-0.9151091246436585,0.052922886791675144
12089,-0.9151091246436585,0.052922886791675144
12091,-0.9151091246436585,0.052922886791675144
12097,-0.9151091246436585,0.052922886791675144
12099,-0.9151091246436585,0.052922886791675144
12101,-0.9151091246436585,0.052922886791675144
12107,-0.9151091246436585,0.052922886791675144
12109,-0.9151091246436585,0.052922886791675144
12113,-0.9151091246436585,0.052922886791675144
12115,-0.9151091246436585,0.052922886791675144
12117,-0.9151091246436585,0.052922886791675144
12127,-0.9151091246436585,0.052922886791675144
12131,-0.9151091246436585,0.052922886791675144
12003,-0.9151091246436585,0.052922886791675144
12005,-0.9151091246436585,0.052922886791675144
12011,-0.9151091246436585,0.052922886791675144
12015,-0.9151091246436585,0.052922886791675144
12071,-0.9151091246436585,0.052922886791675144
12079,-0.9151091246436585,0.052922886791675144
12081,-0.9151091246436585,0.052922886791675144
12017,-0.9151091246436585,0.052922886791675144
12029,-0.9151091246436585,0.052922886791675144
12031,-0.9151091246436585,0.052922886791675144
12041,-0.9151091246436585,0.052922886791675144
12043,-0.9151091246436585,0.052922886791675144
12045,-0.9151091246436585,0.052922886791675144
12049,-0.9151091246436585,0.052922886791675144
12051,-0.9151091246436585,0.052922886791675144
12053,-0.9151091246436585,0.052922886791675144
12061,-0.9151091246436585,0.052922886791675144
12063,-0.9151091246436585,0.052922886791675144
12069,-0.9151091246436585,0.052922886791675144
12129,-0.9151091246436585,0.052922886791675144
12085,-0.9151091246436585,0.052922886791675144
12093,-0.9151091246436585,0.052922886791675144
12105,-0.9151091246436585,0.052922886791675144
12121,-0.9151091246436585,0.052922886791675144
12133,-0.9151091246436585,0.052922886791675144
12007,-0.9151091246436585,0.052922886791675144
12019,-0.9151091246436585,0.052922886791675144
12027,-0.9151091246436585,0.052922886791675144
12035,-0.9151091246436585,0.052922886791675144
12047,-0.9151091246436585,0.052922886791675144
12067,-0.9151091246436585,0.052922886791675144
12077,-0.9151091246436585,0.052922886791675144
12086,-0.9151091246436585,0.052922886791675144
12103,-0.9151091246436585,0.052922886791675144
12123,-0.9151091246436585,0.052922886791675144
12037,-0.9151091246436585,0.052922886791675144
12057,-0.9151091246436585,0.052922886791675144
12065,-0.9151091246436585,0.052922886791675144
12009,-0.9151091246436585,0.052922886791675144
12075,-0.9151091246436585,0.052922886791675144
12021,-0.9151091246436585,0.052922886791675144
12033,-0.9151091246436585,0.052922886791675144
26009,-0.7884031379412267,0.07755598541637526
26015,-0.7884031379412267,0.07755598541637526
26023,-0.7884031379412267,0.07755598541637526
26035,-0.7884031379412267,0.07755598541637526
26037,-0.7884031379412267,0.07755598541637526
26045,-0.7884031379412267,0.07755598541637526
26057,-0.7884031379412267,0.07755598541637526
26061,-0.7884031379412267,0.07755598541637526
26073,-0.7884031379412267,0.07755598541637526
26077,-0.7884031379412267,0.07755598541637526
26083,-0.7884031379412267,0.07755598541637526
26085,-0.7884031379412267,0.07755598541637526
26091,-0.7884031379412267,0.07755598541637526
26097,-0.7884031379412267,0.07755598541637526
26103,-0.7884031379412267,0.07755598541637526
26107,-0.7884031379412267,0.07755598541637526
26111,-0.7884031379412267,0.07755598541637526
26117,-0.7884031379412267,0.07755598541637526
26123,-0.7884031379412267,0.07755598541637526
26133,-0.7884031379412267,0.07755598541637526
26143,-0.7884031379412267,0.07755598541637526
26155,-0.7884031379412267,0.07755598541637526
26161,-0.7884031379412267,0.07755598541637526
26165,-0.7884031379412267,0.07755598541637526
26003,-0.7884031379412267,0.07755598541637526
26005,-0.7884031379412267,0.07755598541637526
26007,-0.7884031379412267,0.07755598541637526
26017,-0.7884031379412267,0.07755598541637526
26019,-0.7884031379412267,0.07755598541637526
26021,-0.7884031379412267,0.07755598541637526
26027,-0.7884031379412267,0.07755598541637526
26031,-0.7884031379412267,0.07755598541637526
26033,-0.7884031379412267,0.07755598541637526
26041,-0.7884031379412267,0.07755598541637526
26043,-0.7884031379412267,0.07755598541637526
26047,-0.7884031379412267,0.07755598541637526
26051,-0.7884031379412267,0.07755598541637526
26065,-0.7884031379412267,0.07755598541637526
26069,-0.7884031379412267,0.07755598541637526
26075,-0.7884031379412267,0.07755598541637526
26079,-0.7884031379412267,0.07755598541637526
