fips,propunder12
01001,0.1625464156689243
01003,0.15065213564996247
01005,0.14622009724736384
01007,0.14362784195291567
01009,0.16288749908946168
01011,0.15320345291834955
01013,0.156535988127628
01015,0.151887290252225
01017,0.15031109023122466
01019,0.13113751395323944
01021,0.1697799541928868
01023,0.13721148791793433
01025,0.14988675788241482
01027,0.14418337415706553
01029,0.16169565860811774
01031,0.16880459770114944
01033,0.15095215304065324
01035,0.14708762843815879
01037,0.11620392981928844
01039,0.15863410300029254
01041,0.1611995567996268
01043,0.16178554332216372
01045,0.1670716172382778
01047,0.1640430953840199
01049,0.16821612162309965
01051,0.15875616170687298
01053,0.16178209366994373
01055,0.15220145242799046
01057,0.15095383253847286
01059,0.17922006497326887
01061,0.15368401759530792
01063,0.15485323961787856
01065,0.16825990768306337
01067,0.14211373766130725
01069,0.16377135019626265
01071,0.14483374766935986
01073,0.1653653710779378
01075,0.14997527560429333
01077,0.13642668201102734
01079,0.15268797564687978
01081,0.1503476429674962
01083,0.15648594947487937
01085,0.16184091469935016
01087,0.11999046318572947
01089,0.1543707955102139
01091,0.16032074770325527
01093,0.14594609186248972
01095,0.18218156788270323
01097,0.1684729985076268
01099,0.14549512987012989
01101,0.17033380439034532
01103,0.16263050606513735
01105,0.14472786495587298
01107,0.13620348714654248
01109,0.13480229863311732
01111,0.15053668991444583
01113,0.17756583039601906
01115,0.16156120612162095
01117,0.161630656128914
01119,0.1354985682871652
01121,0.14605496509338864
01123,0.14676863827210734
01125,0.1509427034741685
01127,0.15994315490288963
01129,0.1511718029156671
01131,0.16352771084337347
01133,0.14242365166682205
02013,0.05651340996168582
02016,0.08476914912435875
02020,0.17660570875396053
02050,0.2668964238583939
02060,0.1449964345139054
02068,0.137901376146789
02070,0.24147472938878486
02090,0.17897607710779742
02100,0.11885050151249801
02105,0.128556768355257
02110,0.1519532105213774
02122,0.161087773148164
02130,0.1534752100719009
02150,0.18669623742857586
02158,0.31766808346213293
02164,0.21476256455472983
02170,0.1899575092606834
02180,0.26041248695931307
02185,0.20188032793571808
02188,0.27661086544535696
02195,0.15204892966360856
02198,0.15943384059840082
02220,0.14680625808728384
02230,0.1228189056411994
02240,0.18643031784841077
02261,0.17092081191741437
02275,0.1423872934381518
02282,0.13439556633183236
02290,0.20920085731781995
04001,0.19128839623746144
04003,0.15368282069755707
04005,0.1396722423913412
04007,0.1433176663488754
04009,0.1914423101648281
04011,0.1999325122321579
04012,0.1190503313018549
04013,0.1671659465383183
04015,0.11780598970625442
04017,0.188232721068024
04019,0.14627524094111788
04021,0.15775442604720394
04023,0.18928652877163843
04025,0.11218317396919159
04027,0.1820551548039412
05001,0.16760936657450007
05003,0.15871475275847977
05005,0.12465185723993379
05007,0.18740904672338124
05009,0.16341878141276303
05011,0.17170268256333832
05013,0.13573770491803278
05015,0.15304906006419072
05017,0.15624566754471092
05019,0.13315783986655547
05021,0.15110994822077778
05023,0.13053564236810308
05025,0.14685332324378864
05027,0.14533747077859954
05029,0.16227344441451497
05031,0.1802024909457104
05033,0.17277457014148848
05035,0.19534220333524344
05037,0.16676839689437958
05039,0.14596050783824835
05041,0.17863329444621207
05043,0.1543565034858554
05045,0.1617554343789947
05047,0.15546836130082772
05049,0.1478953722334004
05051,0.1418553509194515
05053,0.1544565539494913
05055,0.17399619283722165
05057,0.18879328006556031
05059,0.14192688975183904
05061,0.19067384297269355
05063,0.17555943501031582
05065,0.12648732920533598
05067,0.14530068203339447
05069,0.1547320906825039
05071,0.17426843469441416
05073,0.12744682140476335
05075,0.1573058305562988
05077,0.1311861033203655
05079,0.11239038449745509
05081,0.1602174660618665
05083,0.14796901603457632
05085,0.18065576915172024
05087,0.16595245012589582
05089,0.13026184553636877
05091,0.16906782996892614
05093,0.1871215747425351
05095,0.1529857424088767
05097,0.12918329580165436
05099,0.16296368321260146
05101,0.13180100429673344
05103,0.15983026874115983
05105,0.1596911434223921
05107,0.18773026871725537
05109,0.15087876916165985
05111,0.17126286025754583
05113,0.1594662319234369
05115,0.1624582428143648
05117,0.14820988729380738
05119,0.16851412568854843
05121,0.17113429731271176
05123,0.1524341836202818
05125,0.162963813146633
05127,0.1639593611669039
05129,0.13828626525589302
05131,0.1728814409084642
05133,0.20705724128167619
05135,0.14370781599133858
05137,0.13298350343411003
05139,0.1726477285104485
05141,0.1346184192957114
05143,0.1734051940039076
05145,0.16239460967670194
05147,0.15322119961916852
05149,0.17201097682461514
06001,0.1474991809805755
06003,0.11395101171459
06005,0.10830424907207357
06007,0.14457059785242315
06009,0.11948987836568908
06011,0.1920349865078627
06013,0.15738120921140736
06015,0.15091159245946278
06017,0.1361206160222805
06019,0.2052873938896904
06021,0.1921676802167257
06023,0.1352095020948013
06025,0.2085786412271931
06027,0.15169306238416036
06029,0.20849004080645905
06031,0.19916578679153696
06033,0.1545429078345317
06035,0.12584387151586446
06037,0.1533816089007769
06039,0.19874710692008157
06041,0.1349426181737017
06043,0.11511101279528706
06045,0.15211551919661315
06047,0.20877378473455918
06049,0.13720544458836093
06051,0.1254584457822988
06053,0.18774694732480926
06055,0.13926953579728027
06057,0.11885220362832304
06059,0.15422957854950486
06061,0.15454069648242671
06063,0.1244700406966242
06065,0.17599252158282472
06067,0.16876436831697741
06069,0.18088399868640462
06071,0.18761402685785375
06073,0.15582544344237992
06075,0.10109214253427071
06077,0.19171647075671122
06079,0.12274387320812691
06081,0.14543476254217508
06083,0.1588037550361685
06085,0.1543455375626286
06087,0.1324905820746087
06089,0.15546908555189348
06091,0.1174034993989582
06093,0.14323409889119762
06095,0.15847610712050003
06097,0.13535772321235431
06099,0.19342524037595227
06101,0.18411397709283917
06103,0.1698724469350891
06105,0.12393790849673203
06107,0.21933388537627918
06109,0.12036744442403087
06111,0.15934430386693804
06113,0.14415461848279285
06115,0.2028926798944225
08001,0.18728614395007873
08003,0.17492273195563907
08005,0.16596332647311773
08007,0.12567399419328082
08009,0.16234164852949381
08011,0.1075940281366638
08013,0.1273006878726381
08014,0.15223944384295401
